time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.754000,3.1152,-4.0601,-0.5182,5.144
1.763000,3.2681,-4.2003,-1.0015,5.415
1.764000,3.6304,-4.4505,-1.2838,5.885
1.770000,3.8311,-4.4422,-1.2964,6.008
1.773000,3.6823,-4.2430,-1.0250,5.711
1.785000,3.3582,-4.0971,-0.7053,5.344
1.787000,3.2404,-3.8856,-0.3729,5.073
1.789000,3.1768,-3.8141,-0.2131,4.968
1.795000,3.0340,-3.8179,-0.1851,4.880
1.798000,2.8578,-3.7697,-0.1988,4.735
1.802000,2.7314,-3.7408,-0.2211,4.637
1.807000,2.7130,-3.9191,-0.5480,4.798
1.813000,3.0092,-4.0619,-0.6252,5.094
1.818000,3.3121,-3.9924,-0.6810,5.232
1.821000,3.5011,-3.8832,-0.6991,5.275
1.828000,3.6858,-3.8252,-0.7675,5.367
1.831000,3.8290,-3.7778,-0.7889,5.436
1.836000,3.9553,-3.7383,-0.7882,5.499
1.845000,4.2428,-3.7141,-0.8615,5.704
1.848000,4.5708,-3.6885,-0.9455,5.949
1.857000,4.7362,-3.6540,-1.0472,6.073
1.858000,4.8653,-3.6103,-1.1877,6.174
1.864000,4.9427,-3.5549,-1.3119,6.228
1.867000,4.9965,-3.4561,-1.4010,6.235
1.870000,5.0385,-3.3945,-1.5804,6.277
1.898000,5.1424,-3.4433,-1.8038,6.446
1.900000,5.2571,-3.5105,-1.9572,6.618
1.901000,5.3217,-3.5581,-2.0218,6.713
1.902000,5.3787,-3.6144,-1.9285,6.761
1.902000,5.3613,-3.6912,-1.7971,6.753
1.904000,5.3365,-3.7145,-1.6110,6.699
1.905000,5.5122,-3.7323,-1.3408,6.791
1.919000,5.8541,-3.7660,-1.0231,7.036
1.920000,6.1754,-3.7842,-0.8510,7.293
1.921000,6.3281,-3.8209,-0.5696,7.414
1.925000,6.4012,-3.7691,-0.3264,7.436
1.929000,6.3111,-3.7029,-0.2138,7.320
1.935000,6.3198,-3.7696,0.0222,7.359
1.938000,6.4004,-3.7483,0.3237,7.424
1.944000,6.5640,-3.6891,0.3842,7.539
1.947000,6.7531,-3.6087,0.4744,7.672
1.952000,6.9036,-3.5143,0.5634,7.767
1.957000,7.0371,-3.4397,0.6372,7.859
1.963000,7.1460,-3.3436,0.6775,7.919
1.968000,7.2200,-3.2655,0.7090,7.956
1.972000,7.3107,-3.2641,0.7533,8.042
1.981000,7.4156,-3.2527,0.8528,8.142
1.983000,7.4341,-3.1826,0.9809,8.146
1.988000,7.3799,-3.0577,1.1763,8.074
1.994000,7.4692,-2.8647,1.3730,8.117
2.001000,7.6872,-2.6267,1.5124,8.263
2.003000,8.0842,-2.4130,1.6044,8.588
2.006000,8.7157,-2.1817,1.5399,9.116
2.012000,9.3614,-1.7692,0.8552,9.565
2.016000,9.6833,-1.3171,0.6344,9.793
2.021000,9.7251,-1.0252,0.9997,9.830
2.027000,9.5149,-0.6567,1.1233,9.603
2.031000,9.3084,-0.2019,1.0937,9.375
2.035000,9.2446,0.1953,1.1547,9.319
2.040000,9.3257,0.6217,1.1115,9.412
2.045000,9.4564,0.9983,0.9736,9.559
2.050000,9.6030,1.3159,0.9650,9.741
2.055000,9.6078,1.5878,0.9315,9.783
2.066000,9.5187,1.8344,0.9098,9.736
2.067000,9.3688,2.0656,0.9620,9.642
2.075000,9.0338,2.2817,1.1004,9.382
2.077000,8.6019,2.4358,1.1084,9.009
2.090000,8.1495,2.5040,1.1967,8.609
2.092000,7.8009,2.5339,1.2514,8.297
2.094000,7.6514,2.5783,1.3166,8.181
2.097000,7.4762,2.6453,1.3316,8.041
2.099000,7.3158,2.6709,1.4174,7.916
2.103000,7.1965,2.6075,1.3546,7.773
2.109000,7.0772,2.4712,1.3006,7.608
2.113000,6.9529,2.3690,1.2978,7.459
2.118000,6.6730,2.4187,1.3686,7.229
2.122000,6.2353,2.4019,1.3198,6.811
2.130000,5.8762,2.4731,1.4542,6.539
2.132000,5.5212,2.4561,1.7070,6.279
2.137000,5.1871,2.4028,1.7490,5.978
2.144000,4.8712,2.2981,1.9531,5.729
2.151000,4.6284,2.2574,2.2672,5.627
2.152000,4.3198,2.2701,2.5832,5.522
2.157000,4.0362,2.2350,2.8658,5.431
2.163000,3.8371,2.2245,3.0099,5.360
2.167000,3.6862,2.2753,3.1373,5.349
2.171000,3.5191,2.3976,3.2817,5.376
2.185000,3.3904,2.4301,3.4931,5.441
2.188000,3.1904,2.4712,3.6814,5.462
2.205000,2.8908,2.4659,3.8713,5.424
2.207000,2.6520,2.4143,4.0299,5.395
2.208000,2.4142,2.3076,4.2485,5.404
2.208000,2.1969,2.2924,4.4347,5.454
2.209000,1.9737,2.3542,4.5813,5.516
